Id,Name,Eos Cat,Eos Cat Name,Category,Atr Product Group,Atr Product Group Name
,Not linked,CAT99,Not linked,,0,OTHER - Not linked
M1010,Shock absorbers,CAT02,Chassis,101,0,OTHER - Not linked
M1014,Suspension,CAT02,Chassis,101,"205,500",Shock absorbers/strut bearings
M1020,Brake pads,CAT01,Braking,102,"201,005",Brake pads/shoes
M1021,Brake discs,CAT01,Braking,102,"201,020",Brake discs/ drums
M1022,Brake Various,CAT01,Braking,102,0,OTHER - Not linked
M1023,Brake hydraulics,CAT01,Braking,102,"201,025",Brake hydraulics
M1024,Brake shoes & Linings,CAT01,Braking,102,0,OTHER - Not linked
M1025,Brake hoses,CAT01,Braking,102,"201,030",Brake parts
M1027,Brake calipers,CAT01,Braking,102,"201,030",Brake parts
M1029,Brake Cables,CAT01,Braking,102,0,OTHER - Not linked
M1030,Wheel bearings,CAT02,Chassis,103,0,OTHER - Not linked
M1031,Wheel Bearing Kits,CAT02,Chassis,103,0,OTHER - Not linked
M1032,Wheel Bearing Seals,CAT02,Chassis,103,0,OTHER - Not linked
M1033,Wheel Hubs,CAT02,Chassis,103,0,OTHER - Not linked
M1040,Exhaust system,CAT03,Engine,104,0,OTHER - Not linked
M1060,Tyres,CAT07,"Accessories, Perform",106,"350,000",Tyres
M1061,Tyre consumables,CAT07,"Accessories, Perform",106,0,OTHER - Not linked
M1070,Wheel rims,CAT07,"Accessories, Perform",107,0,OTHER - Not linked
M1071,Wheel bolts,CAT07,"Accessories, Perform",107,0,OTHER - Not linked
M1082,Cables,CAT01,Braking,102,0,OTHER - Not linked
M1121,Levers,CAT01,Braking,112,"600,060",Other revenues without mapping
M1131,Chains,CAT03,Engine,113,"600,060",Other revenues without mapping
M1132,Sprockets,CAT03,Engine,113,"600,060",Other revenues without mapping
M1316,Air Suspension Add-ons,CAT02,Chassis,101,0,OTHER - Not linked
M1320,Brake Caliper Accessories,CAT01,Braking,102,0,OTHER - Not linked
M1321,Brake Disc Accessories,CAT01,Braking,102,0,OTHER - Not linked
M1322,Brake Drum Accessories,CAT01,Braking,102,0,OTHER - Not linked
M1323,Brake shoes & Lining Accessories,CAT01,Braking,102,0,OTHER - Not linked
M1324,Brake pads accessories,CAT01,Braking,102,0,OTHER - Not linked
M1325,Brake Discs & Pads Kits,CAT01,Braking,102,0,OTHER - Not linked
M1326,Brake Cylinders,CAT01,Braking,102,0,OTHER - Not linked
M1328,Brake booster & Master Cylinder,CAT01,Braking,102,0,OTHER - Not linked
M1410,Suspension Kits,CAT02,Chassis,111,0,OTHER - Not linked
M1416,Motorcycle steering parts,CAT02,Chassis,111,0,OTHER - Not linked
M2010,Clutch kits,CAT03,Engine,201,"204,000",Clutches
M2011,Clutch parts,CAT03,Engine,201,0,OTHER - Not linked
M2020,Belts,CAT03,Engine,202,0,OTHER - Not linked
M2021,Single tensioners and pulleys,CAT03,Engine,202,0,OTHER - Not linked
M2023,Chains,CAT03,Engine,202,0,OTHER - Not linked
M2030,Engine air filters,CAT06,Filtration & Lubrican,203,"203,500",Motor vehicle filters
M2032,Fuel filters,CAT06,Filtration & Lubrican,203,0,OTHER - Not linked
M2033,Oil filters,CAT06,Filtration & Lubrican,203,0,OTHER - Not linked
M2034,Transmission and other filters,CAT06,Filtration & Lubrican,203,0,OTHER - Not linked
M2050,Water pumps,CAT03,Engine,205,"206,010",Water pumps
M2051,Thermostats,CAT05,Electrics & Electron,205,"206,015",Thermostates
M2052,Radiators,CAT04,Collision & Cooling,205,"207,500",Engine cooling
M2053,Fans,CAT04,Collision & Cooling,205,"207,500",Engine cooling
M2054,Expansion tanks,CAT04,Collision & Cooling,205,0,OTHER - Not linked
M2056,Intercoolers,CAT04,Collision & Cooling,205,0,OTHER - Not linked
M2057,Oil coolers,CAT04,Collision & Cooling,205,0,OTHER - Not linked
M2058,Cooling Products,CAT04,Collision & Cooling,205,0,OTHER - Not linked
M2059,Oil cooler gaskets & seals,CAT04,Collision & Cooling,205,0,OTHER - Not linked
M2063,Engine Mounts,CAT02,Chassis,236,"209,600",Gasket sets/Gaskets/Gasket material
M2070,Engine Oils,CAT06,Filtration & Lubrican,207,"401,510",Engine oils
M2071,Gearbox lubricants,CAT06,Filtration & Lubrican,207,0,OTHER - Not linked
M2072,Other Oils and lubricants,CAT06,Filtration & Lubrican,207,0,OTHER - Not linked
M2081,Fuel Products,CAT03,Engine,208,0,OTHER - Not linked
M2091,Injection parts,CAT03,Engine,209,0,OTHER - Not linked
M2100,Engine gaskets and seals,CAT03,Engine,210,0,OTHER - Not linked
M3010,Spark plugs,CAT05,Electrics & Electron,301,"102,010",Spark plugs
M3011,Ignition cables,CAT05,Electrics & Electron,301,0,OTHER - Not linked
M3013,Other ignition parts,CAT05,Electrics & Electron,301,"102,025",Igition parts
M3014,Ignition coils,CAT05,Electrics & Electron,301,0,OTHER - Not linked
M3020,Starters,CAT05,Electrics & Electron,302,"101,000",Starters/alternators
M3021,Alternators,CAT05,Electrics & Electron,302,"101,000",Starters/alternators
M3022,Spare parts for starters and alternators,CAT05,Electrics & Electron,302,0,OTHER - Not linked
M3030,Batteries,CAT05,Electrics & Electron,303,"103,010",Car batteries
M3060,Headlights,CAT04,Collision & Cooling,306,0,OTHER - Not linked
M3061,Bulb lamps,CAT05,Electrics & Electron,306,0,OTHER - Not linked
M3062,Rear lights,CAT04,Collision & Cooling,306,0,OTHER - Not linked
M3063,Side lights,CAT04,Collision & Cooling,306,0,OTHER - Not linked
M3064,Other lights,CAT04,Collision & Cooling,306,0,OTHER - Not linked
M3065,Front Light accessories,CAT04,Collision & Cooling,306,"102,510",Headlights
M3066,Universal lights,CAT04,Collision & Cooling,306,0,OTHER - Not linked
M3067,Daytime lights,CAT04,Collision & Cooling,306,0,OTHER - Not linked
M3068,Front Fog Lights,CAT04,Collision & Cooling,306,0,OTHER - Not linked
M3070,Switches,CAT05,Electrics & Electron,307,0,OTHER - Not linked
M3080,Sensors,CAT05,Electrics & Electron,308,0,OTHER - Not linked
M3085,Fuel pumps,CAT05,Electrics & Electron,308,0,OTHER - Not linked
M3087,Other electronic parts,CAT05,Electrics & Electron,308,0,OTHER - Not linked
M3088,TPMS Sensors,CAT07,"Accessories, Perform",308,0,OTHER - Not linked
M3089,Speed Sensors,CAT01,Braking,308,0,OTHER - Not linked
M3381,Crankshaft & Camshaft Sensors,CAT05,Electrics & Electron,308,0,OTHER - Not linked
M3382,Throttle Body,CAT05,Electrics & Electron,308,0,OTHER - Not linked
M3384,Accelerator Pedal Position Sensors,CAT05,Electrics & Electron,308,0,OTHER - Not linked
M3385,Steering Angle Sensors,CAT05,Electrics & Electron,308,0,OTHER - Not linked
M3386,Pressure Sensors,CAT05,Electrics & Electron,308,0,OTHER - Not linked
M3387,Control Units,CAT05,Electrics & Electron,308,0,OTHER - Not linked
M4010,Moto Body,CAT04,Collision & Cooling,401,"250,000",Body parts
M4030,Outside mirrors,CAT04,Collision & Cooling,403,0,OTHER - Not linked
M4033,Mirror Cover,CAT04,Collision & Cooling,403,0,OTHER - Not linked
M4034,Mirror Glass,CAT04,Collision & Cooling,403,0,OTHER - Not linked
M4035,Outside Mirror Control Element,CAT04,Collision & Cooling,403,0,OTHER - Not linked
M4091,Fuel Tanks,CAT04,Collision & Cooling,409,0,OTHER - Not linked
M5065,Scooters & motorbikes,CAT07,"Accessories, Perform",506,0,OTHER - Not linked
M5067,Scooter spare parts,CAT07,"Accessories, Perform",506,0,OTHER - Not linked
M5323,Motorbike clothing,CAT07,"Accessories, Perform",502,0,OTHER - Not linked
M5325,Motorbike Accessories,CAT07,"Accessories, Perform",502,0,OTHER - Not linked
M9000,Not linked (motorbikes),CAT99,Not linked,900,0,OTHER - Not linked
P1010,Shock absorbers,CAT02,Chassis,101,"205,500",Shock absorbers/strut bearings
P1011,Shock absorbers various,CAT02,Chassis,101,"209,000",Coil springs
P1012,Coil springs,CAT02,Chassis,101,"209,000",Coil springs
P1013,Gas springs,CAT02,Chassis,101,"209,500",Gas springs
P1014,Mounting kits with bearings,CAT02,Chassis,101,0,OTHER - Not linked
P1015,To Delete - Spheres for Citroen,CAT02,Chassis,101,0,OTHER - Not linked
P1016,Leaf Springs,CAT02,Chassis,101,0,OTHER - Not linked
P1017,Air suspension systems,CAT02,Chassis,101,0,OTHER - Not linked
P1018,Various non-vehicle gas springs,CAT02,Chassis,101,0,OTHER - Not linked
P1019,Coil Spring add-ons,CAT02,Chassis,101,0,OTHER - Not linked
P1020,Brake pads,CAT01,Braking,102,"201,005",Brake pads/shoes
P1021,Brake discs,CAT01,Braking,102,"201,020",Brake discs/ drums
P1022,Brake various,CAT01,Braking,102,"201,030",Brake parts
P1023,Brake hydraulics,CAT01,Braking,102,"201,025",Brake hydraulics
P1024,Brake shoes & Linings,CAT01,Braking,102,"201,005",Brake pads/shoes
P1025,Brake hoses,CAT01,Braking,102,"201,025",Brake hydraulics
P1026,Brake drums,CAT01,Braking,102,"201,020",Brake discs/ drums
P1027,Brake calipers,CAT01,Braking,102,"600,040",Parts subject to wear other revenues
P1029,Brake cables,CAT01,Braking,102,0,OTHER - Not linked
P1030,Wheel bearings,CAT02,Chassis,103,"205,010",Wheel bearings
P1031,Wheel Bearing Kits,CAT02,Chassis,103,0,OTHER - Not linked
P1032,Wheel Bearing Seals,CAT02,Chassis,103,0,OTHER - Not linked
P1033,Wheel Hubs,CAT02,Chassis,103,0,OTHER - Not linked
P1040,Exhaust system,CAT03,Engine,104,"202,010",Mufflers PC
P1041,Catalytic system,CAT03,Engine,104,"202,510",Catalytic converters
P1042,Diesel Particulate filters,CAT03,Engine,104,"203,000",Diesel Particulate filters (retroffitting and replacement)
P1051,Driveshafts,CAT02,Chassis,105,0,OTHER - Not linked
P1052,CV joints,CAT02,Chassis,105,"207,000",Drive shafts/CV Joints/Boots
P1053,CV Boots Kits,CAT02,Chassis,105,0,OTHER - Not linked
P1054,Other driveline parts,CAT02,Chassis,105,0,OTHER - Not linked
P1055,Propellor shafts,CAT02,Chassis,105,0,OTHER - Not linked
P1056,Gear levers,CAT02,Chassis,105,0,OTHER - Not linked
P1057,Drive line Mounts,CAT02,Chassis,236,0,OTHER - Not linked
P1058,Transmission Mounts,CAT02,Chassis,236,0,OTHER - Not linked
P1059,Propellor shafts add-ons,CAT02,Chassis,105,0,OTHER - Not linked
P1060,Tyres,CAT07,"Accessories, Perform",106,"350,000",Tyres
P1061,Tyre consumables,CAT07,"Accessories, Perform",106,0,OTHER - Not linked
P1062,Wheel kits with tyres,CAT07,"Accessories, Perform",106,0,OTHER - Not linked
P1070,Wheel rims,CAT07,"Accessories, Perform",107,"600,040",Parts subject to wear other revenues
P1071,Wheel Bolts,CAT07,"Accessories, Perform",107,0,OTHER - Not linked
P1072,Wheel covers,CAT07,"Accessories, Perform",502,0,OTHER - Not linked
P1080,Chassis various,CAT02,Chassis,108,"600,040",Parts subject to wear other revenues
P1081,To Delete - Rubber to metal parts,CAT02,Chassis,236,"600,040",Parts subject to wear other revenues
P1082,Cables,CAT01,Braking,102,"600,040",Parts subject to wear other revenues
P1090,Compressors,CAT04,Collision & Cooling,109,"208,500",Spare parts for air conditioning/ thermomanagement
P1091,Condensers,CAT04,Collision & Cooling,109,"208,500",Spare parts for air conditioning/ thermomanagement
P1092,Dryer Filters,CAT04,Collision & Cooling,109,"208,500",Spare parts for air conditioning/ thermomanagement
P1093,A/C Line Products,CAT04,Collision & Cooling,109,"208,500",Spare parts for air conditioning/ thermomanagement
P1095,Air Blowers,CAT04,Collision & Cooling,109,0,OTHER - Not linked
P1096,To Delete - Interior blower resistors,CAT04,Collision & Cooling,109,0,OTHER - Not linked
P1097,Evaporators,CAT04,Collision & Cooling,109,0,OTHER - Not linked
P1101,Air feeding valves and other components,CAT02,Chassis,110,0,OTHER - Not linked
P1103,Air Pressure compressors & pumps,CAT02,Chassis,110,0,OTHER - Not linked
P1111,Tie rod ends,CAT02,Chassis,111,"204,500",Steering/Suspension/Servo pumps
P1112,Axial joints,CAT02,Chassis,111,"204,500",Steering/Suspension/Servo pumps
P1113,Ball joints,CAT02,Chassis,111,"204,500",Steering/Suspension/Servo pumps
P1114,Steering boxes,CAT02,Chassis,111,"204,500",Steering/Suspension/Servo pumps
P1115,Power steering pumps,CAT02,Chassis,111,"204,500",Steering/Suspension/Servo pumps
P1116,To delete - Subframes,CAT02,Chassis,111,0,OTHER - Not linked
P1117,Power Steering add-ons,CAT02,Chassis,111,0,OTHER - Not linked
P1118,Anti-roll Bars,CAT02,Chassis,111,0,OTHER - Not linked
P1119,Suspension Bushes,CAT02,Chassis,111,0,OTHER - Not linked
P1140,Axles,CAT02,Chassis,114,0,OTHER - Not linked
P1141,Subframes,CAT02,Chassis,114,0,OTHER - Not linked
P1310,Shock absorber Dust Cover,CAT02,Chassis,101,0,OTHER - Not linked
P1312,Steering Shocks,CAT02,Chassis,101,0,OTHER - Not linked
P1313,Supplementary Coil Springs,CAT02,Chassis,101,0,OTHER - Not linked
P1314,Top Strut Mounting,CAT02,Chassis,101,0,OTHER - Not linked
P1315,Suspension Mount Bearings,CAT02,Chassis,101,0,OTHER - Not linked
P1316,Air Suspension Add-ons,CAT02,Chassis,101,0,OTHER - Not linked
P1317,Electric Power Lift,CAT02,Chassis,101,0,OTHER - Not linked
P1318,Leaf Spring Add-Ons,CAT02,Chassis,101,0,OTHER - Not linked
P1320,Brake Caliper Accessories,CAT01,Braking,102,0,OTHER - Not linked
P1321,Brake Disc Accessories,CAT01,Braking,102,0,OTHER - Not linked
P1322,Brake Drum Accessories,CAT01,Braking,102,0,OTHER - Not linked
P1323,Brake shoes & Lining Accessories,CAT01,Braking,102,0,OTHER - Not linked
P1324,Brake pads accessories,CAT01,Braking,102,0,OTHER - Not linked
P1325,Brake Discs & Pads Kits,CAT01,Braking,102,0,OTHER - Not linked
P1326,Brake Cylinders,CAT01,Braking,102,0,OTHER - Not linked
P1327,Brake Wear Indicators,CAT01,Braking,102,0,OTHER - Not linked
P1328,Brake booster & Master Cylinder,CAT01,Braking,102,0,OTHER - Not linked
P1410,Suspension Kits,CAT02,Chassis,111,0,OTHER - Not linked
P1411,Ball joint add-ons,CAT02,Chassis,111,0,OTHER - Not linked
P1412,Suspension Arms,CAT02,Chassis,111,0,OTHER - Not linked
P1413,Steering Knuckles,CAT02,Chassis,111,0,OTHER - Not linked
P1414,Steering Column,CAT02,Chassis,111,0,OTHER - Not linked
P1415,Link Stabilisers,CAT02,Chassis,111,0,OTHER - Not linked
P1417,Steering Boots,CAT02,Chassis,111,0,OTHER - Not linked
P2010,Clutch kits,CAT03,Engine,201,"204,000",Clutches
P2011,Clutch parts,CAT03,Engine,201,"204,000",Clutches
P2012,Clutch hydraulics,CAT03,Engine,201,"204,000",Clutches
P2013,To Delete - Clutch various,CAT03,Engine,201,"204,000",Clutches
P2014,Dual Mass Flywheels,CAT03,Engine,201,"204,000",Clutches
P2020,V and Multi ribbed Belts,CAT03,Engine,202,"201,500",Drive belts
P2021,Single tensioners and pulleys,CAT03,Engine,202,"201,542",Tensioners
P2022,Timing & Auxiliary Belt kits (belt and tensioners),CAT03,Engine,202,"201,505",Belt kits
P2023,Timing chain kits and components,CAT03,Engine,202,"201,500",Drive belts
P2024,To Delete - Tensioner sets (without belt),CAT03,Engine,202,"201,542",Tensioners
P2025,"Water pump kits (timing belt, tensioners, water pump)",CAT03,Engine,202,"206,030","Water pumps kits (water pump, belt and tensioners)"
P2026,Single timing belts,CAT03,Engine,202,0,OTHER - Not linked
P2027,To Delete - Crankshaft pulleys,CAT03,Engine,202,0,OTHER - Not linked
P2030,Engine air filters,CAT06,Filtration & Lubrican,203,"203,500",Motor vehicle filters
P2031,Cabin air filters,CAT06,Filtration & Lubrican,203,"203,500",Motor vehicle filters
P2032,Fuel filters,CAT06,Filtration & Lubrican,203,0,OTHER - Not linked
P2033,Oil filters,CAT06,Filtration & Lubrican,203,0,OTHER - Not linked
P2034,Transmission and other filters,CAT06,Filtration & Lubrican,203,0,OTHER - Not linked
P2040,Hoses,CAT03,Engine,204,"600,040",Parts subject to wear other revenues
P2041,To Delete - Hose clamps,CAT08,Tools & Equipments,204,"551,500",Mounting parts / DIN standard parts / screws
P2050,Water pumps,CAT03,Engine,205,"206,010",Water pumps
P2051,Thermostats,CAT05,Electrics & Electron,205,"206,015",Thermostates
P2052,Radiators,CAT04,Collision & Cooling,205,"207,500",Engine cooling
P2053,Fans,CAT04,Collision & Cooling,205,"207,500",Engine cooling
P2054,Expansion tanks,CAT04,Collision & Cooling,205,0,OTHER - Not linked
P2055,Heaters,CAT04,Collision & Cooling,205,0,OTHER - Not linked
P2056,Intercoolers,CAT04,Collision & Cooling,205,0,OTHER - Not linked
P2057,Oil coolers,CAT04,Collision & Cooling,205,0,OTHER - Not linked
P2058,Cooling Products,CAT04,Collision & Cooling,205,0,OTHER - Not linked
P2059,Oil cooler gaskets & seals,CAT04,Collision & Cooling,205,0,OTHER - Not linked
P2060,Pistons,CAT03,Engine,206,"206,500",
P2061,Piston rings,CAT03,Engine,206,"206,500",
P2062,Engine bearings,CAT03,Engine,206,"206,600",Exchange engines / cylinder heads
P2063,Engine Mounts,CAT02,Chassis,236,0,OTHER - Not linked
P2064,Oil Service accessories,CAT03,Engine,206,"206,600",Exchange engines / cylinder heads
P2065,Valves,CAT03,Engine,206,"206,500",
P2066,Cylinder heads,CAT03,Engine,206,"206,600",Exchange engines / cylinder heads
P2067,Bolts and bolts sets,CAT03,Engine,206,"206,600",Exchange engines / cylinder heads
P2068,Camshafts and camshaft kits,CAT03,Engine,206,"206,600",Exchange engines / cylinder heads
P2069,Crankshafts,CAT03,Engine,206,"206,600",Exchange engines / cylinder heads
P2070,Engine Oils,CAT06,Filtration & Lubrican,207,"401,510",Engine oils
P2071,Gearbox lubricants,CAT06,Filtration & Lubrican,207,0,OTHER - Not linked
P2072,Other Oils and lubricants,CAT06,Filtration & Lubrican,207,0,OTHER - Not linked
P2073,Industrial Fluids,CAT06,Filtration & Lubrican,207,0,OTHER - Not linked
P2074,Transmission lubricants,CAT06,Filtration & Lubrican,207,0,OTHER - Not linked
P2081,Fuel Products,CAT03,Engine,208,0,OTHER - Not linked
P2090,Engine various,CAT03,Engine,209,"209,200",Diesel spare parts
P2091,Diesel injection parts,CAT03,Engine,209,"209,200",Diesel spare parts
P2092,Oil pumps,CAT03,Engine,209,"207,500",Engine cooling
P2093,Turbochargers,CAT03,Engine,209,"202,525",Turbo chargers
P2094,Gasoline injection parts,CAT03,Engine,209,0,OTHER - Not linked
P2100,Engine gaskets and seals,CAT03,Engine,210,"209,600",Gasket sets/Gaskets/Gasket material
P2110,Complete engines,CAT03,Engine,211,0,OTHER - Not linked
P2120,Gearboxes and components,CAT03,Engine,212,0,OTHER - Not linked
P3010,Spark plugs,CAT05,Electrics & Electron,301,"102,010",Spark plugs
P3011,Ignition cables and lead sets,CAT05,Electrics & Electron,301,"102,025",Igition parts
P3012,Glow plugs,CAT05,Electrics & Electron,301,"102,015",Glow plugs
P3013,Ignition electric components (traditional),CAT05,Electrics & Electron,301,"102,025",Igition parts
P3014,Ignition coils,CAT05,Electrics & Electron,301,"102,030",Ingnition coils (Bobine)
P3020,Starters,CAT05,Electrics & Electron,302,"101,000",Starters/alternators
P3021,Alternators,CAT05,Electrics & Electron,302,"101,000",Starters/alternators
P3022,Spare parts for starters and alternators,CAT05,Electrics & Electron,302,"101,000",Starters/alternators
P3030,Batteries,CAT05,Electrics & Electron,303,"103,010",Car batteries
